Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2009-01-01,Brisbane,22.2,33.9,0.0,9.0,6.9,W,44.0,SE,NNE,4.0,13.0,60.0,65.0,1007.4,1005.1,5.0,7.0,29.699999999999996,30.9,No,No
2009-01-02,Brisbane,23.2,31.5,0.0,7.4,0.7,ESE,30.0,SSW,E,11.0,16.999999999999996,74.0,47.0,1009.9,1009.7,8.0,8.0,25.0,29.399999999999995,No,Yes
2009-01-03,Brisbane,21.8,26.000000000000004,4.4,5.4,0.0,SSE,41.0,SE,SSE,15.0,14.999999999999998,85.0,86.0,1015.3,1015.1,8.0,8.0,22.7,22.1,Yes,Yes
2009-01-04,Brisbane,20.1,27.5,4.8,4.2,7.0,ESE,35.0,SE,SE,17.0,16.999999999999996,55.0,45.0,1017.4,1014.7,7.0,7.0,25.600000000000005,26.300000000000004,Yes,No
2009-01-05,Brisbane,20.4,28.999999999999996,0.0,7.800000000000001,7.700000000000001,SSE,30.0,SE,E,11.0,19.0,65.0,53.99999999999999,1014.1,1012.1,7.0,7.0,25.8,27.700000000000003,No,No
2009-01-06,Brisbane,20.8,30.500000000000004,0.0,6.4,12.7,E,30.0,ESE,E,9.0,14.999999999999998,58.00000000000001,49.00000000000001,1013.5,1011.1,3.0,2.0,27.300000000000004,29.6,No,No
2009-01-07,Brisbane,20.9,29.8,0.0,8.6,11.4,NE,30.0,E,NE,9.0,16.999999999999996,62.0,56.99999999999999,1013.0,1010.2,3.0,7.0,27.200000000000003,28.400000000000002,No,Yes
2009-01-09,Brisbane,23.1,30.199999999999996,0.6,4.4,2.8,SSE,43.0,S,SSE,9.0,24.0,74.0,47.0,1011.8,1010.4,8.0,7.0,24.9,28.900000000000002,No,No
2009-01-10,Brisbane,19.0,29.1,0.2,6.4,9.6,SE,43.0,SE,ESE,20.0,22.0,52.0,51.0,1012.4,1010.4,3.0,5.0,26.0,26.300000000000004,No,No
2009-01-11,Brisbane,19.6,28.7,0.0,9.0,8.9,ESE,33.0,SE,E,9.0,16.999999999999996,55.0,56.0,1012.6000000000001,1010.6,7.0,7.0,25.5,26.2,No,No
2009-01-12,Brisbane,18.6,29.5,0.0,7.599999999999999,9.5,ESE,35.0,E,E,9.0,14.999999999999998,60.0,53.99999999999999,1014.6,1013.2,7.0,7.0,26.0,27.799999999999997,No,No
2009-01-13,Brisbane,20.2,30.199999999999996,0.0,7.599999999999999,11.5,E,37.0,ESE,E,17.0,19.999999999999996,55.0,53.0,1017.2,1015.4,6.0,4.0,26.300000000000004,27.200000000000003,No,No
2009-01-14,Brisbane,18.8,29.300000000000004,0.0,9.4,13.0,NE,33.0,E,ESE,13.0,16.999999999999996,49.0,39.0,1017.2,1015.3,3.0,3.0,26.7,28.499999999999996,No,No
2009-01-15,Brisbane,19.0,31.7,0.0,8.4,12.8,NNE,30.0,W,ENE,7.0,16.999999999999996,59.0,45.0,1016.4,1013.1,3.0,1.0,26.100000000000005,29.699999999999996,No,No
2009-01-16,Brisbane,19.8,32.9,0.0,9.0,12.4,NE,31.0,WNW,NE,7.0,14.999999999999998,54.0,52.0,1013.8,1010.0,1.0,6.0,28.099999999999998,31.1,No,No
2009-01-17,Brisbane,23.2,31.1,0.0,9.0,7.1,ESE,52.0,ESE,SE,15.0,22.0,65.0,61.0,1012.6000000000001,1014.0,7.0,7.0,27.900000000000002,26.100000000000005,No,No
2009-01-18,Brisbane,20.3,27.8,0.0,8.8,5.8,ESE,33.0,ESE,ESE,13.0,16.999999999999996,56.0,56.0,1019.4,1018.1,7.0,7.0,25.4,25.1,No,No
2009-01-19,Brisbane,18.7,28.9,0.0,7.599999999999999,9.0,ENE,31.0,SE,ENE,13.0,14.999999999999998,49.0,50.0,1019.2,1016.7,7.0,7.0,26.4,26.5,No,No
2009-01-20,Brisbane,19.3,30.9,0.0,8.6,12.5,ENE,26.0,ENE,ENE,9.0,16.999999999999996,49.0,42.0,1017.7,1015.5,4.0,3.0,27.4,29.3,No,No
2009-01-21,Brisbane,21.9,31.5,0.0,8.2,11.7,NE,35.0,NNE,NNE,11.0,16.999999999999996,63.0,53.99999999999999,1016.5,1013.5,5.0,1.0,28.400000000000002,30.2,No,No
2009-01-22,Brisbane,25.0,32.3,0.0,9.2,8.2,NE,43.0,NNW,NNE,11.0,16.999999999999996,64.0,58.0,1014.5,1010.6,5.0,6.0,28.400000000000002,30.6,No,Yes
2009-01-23,Brisbane,24.2,29.9,26.6,7.0,0.5,NNE,30.0,N,NNE,2.0,13.0,84.0,77.0,1012.4,1009.5,7.0,7.0,26.600000000000005,28.299999999999997,Yes,Yes
2009-01-24,Brisbane,23.6,32.5,4.4,2.8,3.8,NNE,30.0,SW,NE,6.0,13.0,68.0,64.0,1011.5,1007.9,7.0,7.0,29.3,30.3,Yes,No
2009-01-25,Brisbane,25.2,30.999999999999996,0.0,3.6,3.1,ENE,26.0,ENE,NE,7.0,14.999999999999998,80.99999999999999,80.0,1013.0,1012.9,7.0,7.0,27.300000000000004,27.900000000000002,No,Yes
2009-01-26,Brisbane,23.1,30.500000000000004,29.800000000000004,6.4,7.4,NE,28.0,NNE,ESE,7.0,11.0,73.0,51.0,1016.3,1015.0,6.0,6.0,27.300000000000004,29.5,Yes,Yes
2009-01-27,Brisbane,22.1,30.500000000000004,1.8000000000000003,5.8,10.4,E,39.0,ESE,SE,15.0,19.999999999999996,68.0,55.0,1016.7,1015.1,6.0,4.0,26.9,27.999999999999996,Yes,No
2009-01-28,Brisbane,20.8,30.099999999999998,0.2,8.6,10.2,ESE,35.0,ESE,ESE,15.0,19.0,61.0,53.99999999999999,1016.1,1015.3,6.0,1.0,27.799999999999997,28.6,No,No
2009-01-29,Brisbane,21.1,28.999999999999996,0.0,7.0,5.2,E,35.0,ENE,ENE,13.0,19.0,67.0,66.0,1017.3,1015.5,7.0,7.0,26.2,26.7,No,Yes
2009-02-01,Brisbane,22.1,27.9,0.8,7.4,0.1,SE,28.0,SSW,ESE,4.0,13.0,80.0,60.00000000000001,1015.4,1012.9,7.0,7.0,23.9,27.300000000000004,No,No
2009-02-02,Brisbane,23.0,28.4,1.0,5.6,1.5,ESE,37.0,SE,ESE,19.0,16.999999999999996,80.0,62.0,1012.8,1010.4,7.0,8.0,23.6,26.9,No,Yes
2009-02-03,Brisbane,21.9,29.8,6.2,2.4,8.7,NE,28.0,SSE,ENE,6.0,13.0,77.0,59.0,1011.1,1008.0,7.0,4.0,24.9,28.400000000000002,Yes,No
2009-02-04,Brisbane,22.7,30.6,0.6,5.8,11.8,ENE,33.0,ESE,E,15.0,19.0,62.0,51.0,1009.2,1007.1,3.0,2.0,28.799999999999997,29.399999999999995,No,No
2009-02-05,Brisbane,22.0,30.4,0.0,9.2,11.8,E,33.0,SE,ESE,11.0,19.0,60.0,55.0,1009.0,1007.3,7.0,3.0,28.099999999999998,30.0,No,No
2009-02-06,Brisbane,21.9,31.1,0.0,9.0,12.1,E,33.0,SE,E,11.0,19.0,60.0,53.0,1011.4000000000001,1010.6,7.0,2.0,27.300000000000004,29.5,No,No
2009-02-07,Brisbane,22.1,30.8,0.0,9.0,9.0,ENE,31.0,E,ESE,17.0,16.999999999999996,55.0,47.0,1014.4,1012.5,4.0,2.0,28.299999999999997,29.699999999999996,No,No
2009-02-08,Brisbane,20.2,30.8,0.0,8.4,12.2,ENE,50.0,S,ENE,7.0,11.0,62.0,50.0,1012.6000000000001,1009.4,6.0,2.0,27.099999999999998,30.3,No,No
2009-02-09,Brisbane,20.5,36.1,0.0,7.4,12.0,WSW,31.0,W,NNE,7.0,13.0,60.0,50.0,1010.0,1006.5,0.0,1.0,27.799999999999997,33.1,No,No
2009-02-10,Brisbane,24.4,32.3,0.0,7.2,7.499999999999999,ENE,28.0,E,NE,4.0,11.0,66.0,61.0,1011.0,1007.3,7.0,7.0,28.499999999999996,29.899999999999995,No,Yes
2009-02-11,Brisbane,23.3,31.5,1.4,8.0,9.7,S,30.0,NE,E,9.0,16.999999999999996,64.0,52.0,1005.8,1004.7,7.0,7.0,27.500000000000004,30.7,Yes,No
2009-02-12,Brisbane,21.7,28.0,0.0,6.8,3.3,SSE,31.0,SSE,E,13.0,9.0,62.0,82.0,1012.2,1011.6,7.0,7.0,25.5,24.3,No,Yes
2009-02-13,Brisbane,20.6,23.5,23.8,8.0,0.0,SSE,48.00000000000001,SSE,SE,9.0,7.000000000000001,90.99999999999999,91.0,1016.7,1014.9,8.0,8.0,21.8,21.8,Yes,Yes
2009-02-14,Brisbane,20.1,25.6,36.8,1.6,0.1,S,35.0,SE,SSW,13.0,6.0,90.99999999999999,73.0,1011.5,1007.4,8.0,8.0,21.5,25.2,Yes,Yes
2009-02-15,Brisbane,20.8,31.799999999999997,2.0,1.2,11.4,SSW,24.000000000000004,WSW,NNE,11.0,9.0,62.0,53.99999999999999,1007.0,1004.8,2.0,5.0,25.5,29.5,Yes,No
2009-02-16,Brisbane,21.1,30.8,0.0,5.8,9.3,ESE,30.0,S,E,11.0,14.999999999999998,59.0,56.0,1009.7,1006.8,2.0,7.0,26.7,28.900000000000002,No,No
2009-02-17,Brisbane,21.6,28.4,0.0,6.4,2.3,NE,30.0,S,E,6.0,11.0,65.0,73.0,1009.5,1008.1,7.0,8.0,26.7,25.600000000000005,No,Yes
2009-02-18,Brisbane,22.3,27.8,17.4,3.2,2.5,E,26.0,SSE,SE,7.0,9.0,76.0,70.0,1008.1,1004.9,7.0,7.0,26.100000000000005,27.500000000000004,Yes,Yes
2009-02-19,Brisbane,21.7,31.6,2.2,2.0,10.3,W,31.0,SE,ENE,7.0,13.0,72.0,62.0,1009.4,1006.1,4.0,2.0,27.200000000000003,31.1,Yes,Yes
2009-02-20,Brisbane,23.6,32.5,3.4,7.599999999999999,5.0,W,33.0,SW,E,4.0,13.0,76.0,68.0,1011.1,1008.2,7.0,6.0,26.5,29.699999999999996,Yes,Yes
2009-02-21,Brisbane,20.9,28.7,35.2,6.2,1.9,W,28.0,SW,ENE,6.0,9.0,87.0,72.0,1011.6999999999999,1009.3,7.0,7.0,23.1,27.700000000000003,Yes,No
2009-02-23,Brisbane,20.8,29.700000000000003,0.0,6.8,11.3,ENE,31.0,ESE,E,11.0,19.0,65.0,53.0,1016.6,1015.1,3.0,1.0,27.000000000000004,28.699999999999996,No,No
2009-02-24,Brisbane,19.8,29.8,0.0,8.0,10.8,ENE,28.0,W,NE,2.0,14.999999999999998,61.0,55.0,1016.9,1015.3,1.0,2.0,27.4,28.699999999999996,No,No
2009-02-25,Brisbane,20.4,27.9,0.0,7.0,1.5,NE,22.0,W,ENE,6.0,11.0,70.0,64.0,1016.8,1014.0,7.0,7.0,25.3,26.7,No,No
2009-02-26,Brisbane,20.9,30.3,0.0,3.6,10.1,SE,43.0,SSE,SE,13.0,19.999999999999996,59.0,55.0,1015.2,1012.9,3.0,3.0,27.300000000000004,27.799999999999997,No,No
2009-02-27,Brisbane,19.9,30.099999999999998,0.0,7.2,11.9,ESE,44.0,S,E,11.0,14.999999999999998,51.0,51.0,1015.2,1011.8,1.0,3.0,25.3,27.900000000000002,No,No
2009-02-28,Brisbane,19.2,32.2,0.0,7.4,11.8,NNE,26.0,SW,NE,7.0,9.0,56.0,45.0,1012.9,1009.4,2.0,3.0,25.3,30.8,No,No
2009-03-01,Brisbane,20.0,33.8,0.0,6.8,9.2,E,22.0,S,NNE,6.0,9.0,63.0,53.0,1011.4000000000001,1008.1,0.0,7.0,27.4,31.7,No,No
2009-03-02,Brisbane,23.0,32.2,0.0,5.8,10.0,E,28.0,SW,ENE,6.0,13.0,57.0,55.0,1014.0,1012.0,6.0,6.0,28.900000000000002,29.8,No,No
2009-03-03,Brisbane,24.0,30.500000000000004,0.2,6.0,9.8,ENE,24.000000000000004,E,NE,7.0,13.0,72.0,58.0,1017.0,1014.0,6.0,3.0,27.799999999999997,30.1,No,No
2009-03-04,Brisbane,23.3,31.1,0.2,4.8,10.6,ENE,30.0,NE,NE,11.0,13.0,59.0,56.0,1014.6,1010.0,5.0,3.0,28.999999999999996,30.0,No,No
2009-03-05,Brisbane,20.5,31.5,0.0,7.800000000000001,10.7,WSW,39.0,WSW,WSW,15.0,7.000000000000001,32.0,22.0,1010.4,1007.0,1.0,1.0,24.5,31.3,No,No
2009-03-06,Brisbane,20.4,28.8,0.0,9.0,9.8,ENE,26.0,SSE,ENE,7.0,14.999999999999998,55.0,50.0,1013.2,1010.6,7.0,2.0,25.0,28.400000000000002,No,No
2009-03-07,Brisbane,20.2,29.8,0.0,6.2,11.2,NE,28.0,W,NE,9.0,16.999999999999996,62.0,53.0,1014.8,1011.4,4.0,3.0,26.100000000000005,28.6,No,No
2009-03-08,Brisbane,20.2,30.199999999999996,0.0,7.0,11.2,E,35.0,E,ESE,15.0,19.0,60.0,53.99999999999999,1014.8,1012.9,4.0,5.0,27.099999999999998,27.900000000000002,No,No
2009-03-09,Brisbane,20.7,26.4,0.0,9.8,0.0,SSE,35.0,SE,SE,19.0,16.999999999999996,59.0,79.0,1016.1,1013.6,7.0,8.0,25.7,23.6,No,Yes
2009-03-10,Brisbane,21.9,27.399999999999995,3.4,3.7999999999999994,0.1,SE,50.0,SE,SE,17.0,19.999999999999996,70.0,61.0,1014.8,1013.5,8.0,8.0,25.8,25.8,Yes,Yes
2009-03-11,Brisbane,20.6,25.8,4.4,6.0,2.9,ESE,35.0,SSE,SE,15.0,14.999999999999998,88.0,82.0,1017.4,1015.7,7.0,7.0,22.3,23.0,Yes,Yes
2009-03-12,Brisbane,19.9,27.700000000000003,5.6,4.4,6.2,ENE,35.0,ESE,ESE,19.0,14.999999999999998,69.0,59.0,1019.8,1017.5,7.0,7.0,24.6,26.100000000000005,Yes,Yes
2009-03-13,Brisbane,20.4,25.3,3.0,6.4,3.9,ENE,30.0,ESE,E,7.0,14.999999999999998,75.0,80.0,1017.7,1016.0,6.0,7.0,24.0,22.9,Yes,Yes
2009-03-14,Brisbane,19.2,28.0,6.0,3.2,9.2,ENE,24.000000000000004,SSW,NE,7.0,11.0,73.0,60.00000000000001,1016.7,1013.1,5.0,4.0,24.1,27.4,Yes,Yes
2009-03-15,Brisbane,19.8,29.600000000000005,3.0,5.6,10.8,NE,24.000000000000004,SSE,NE,6.0,13.0,66.0,55.0,1014.8,1010.2,4.0,1.0,26.2,28.400000000000002,Yes,No
