Date_x,Date_y,RainFall,Sunshine,WindGustDir_x,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud3pm,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am
0.8849400660027273,-0.9998572130037795,0.0,6.6,0.382683,43.0,0.382683,0.707107,6.12323e-17,0.707107,13.0,75.56967807085508,65.10028196821429,1026.6,1024.0,7.0,6.9668917354265485,4.873640344162455,-0.4,-2.1
-0.9780551513920867,0.891981,1.2,0.5,-0.382683,24.0,-0.707107,-0.382683,-0.382683,0.382683,2.0,78.0,82.0,1026.1,1022.2,8.0,3.2857467383276253,4.027070506532262,0.5,-3.4
-0.964614,0.263665,0.0,9.8,-1.0,15.0,-0.707107,-0.707107,-0.92388,-0.382683,6.0,62.0,37.0,1024.8,1021.8,1.0,15.3798,7.21797,7.2,-3.0
-0.949718,0.313107,0.0,9.5,0.92388,20.0,-0.707107,-0.707107,0.707107,-0.707107,9.0,73.0,39.0,1018.7,1014.0,4.0,14.7427,4.74993,9.7,-4.7
0.749826,-0.4039771055430466,3.4,7.1,0.382683,26.0,-0.92388,1.22465e-16,6.12323e-17,0.707107,11.0,63.52207207805073,57.0,1015.6,1012.5434153836363,7.0,9.217029133161903,7.809515872666694,1.0,-3.0
-0.708627,0.705584,0.0,9.8,6.12323e-17,20.0,-0.707107,-0.707107,0.92388,0.382683,4.0,69.0,60.0,1023.6,1020.4,2.0,8.17922,5.72302,6.0,-3.2
-0.999963,0.008607,0.0,8.9,-1.83697e-16,43.0,6.12323e-17,1.0,-1.83697e-16,-1.0,22.0,66.0,21.0,1012.2,1010.1,1.0,23.388,6.52097,2.9,-2.1
0.908818,-0.137279,0.0,8.2,-0.92388,33.0,-1.0,0.382683,6.12323e-17,1.0,13.451393903738081,57.0,51.0,1018.2,1017.7,7.0,10.96908197621516,9.16299,1.4,-1.3
-0.444378,-0.895839,0.0,9.3,6.12323e-17,22.0,-0.92388,-0.382683,-0.382683,0.92388,11.0,61.0,53.0,1022.7,1018.8,3.0,9.97497,7.72021,1.9,-3.9
0.2926,0.345612,8.4,0.0,6.12323e-17,35.0,-0.382683,0.382683,-0.92388,0.707107,13.0,87.0,94.0,1019.6,1019.5,7.0,1.015148175425213,2.1866049112977017,-1.0,-1.9
0.9469088930122059,0.997325,27.067546140613768,1.1,-0.92388,31.0,-1.0,0.92388,-0.707107,0.92388,15.0,92.0,70.0,1013.6458244730381,1014.4,6.0,6.222422305476837,1.3530322204197942,2.3,-0.06456545102000982
-0.519744,0.196673,0.0,9.6,-0.707107,33.0,-0.707107,0.707107,0.707107,1.0,19.0,57.0,56.0,1022.9413858805234,1020.5,2.0,9.235621862325424,9.020912901381111,0.0,-2.2
