0.936888 0.0631125
0.83934 0.16066
0.753928 0.246072
0.421151 0.578849
0.876955 0.123045
0.963187 0.0368125
0.91249 0.08751
0.961913 0.0380873
0.91506 0.0849403
0.981549 0.0184514
0.724231 0.275769
0.661148 0.338852
0.857608 0.142392
0.9455 0.0544997
0.952982 0.047018
0.969569 0.030431
0.834845 0.165155
0.783264 0.216736
0.349986 0.650014
0.696525 0.303475
0.442062 0.557938
0.277321 0.722679
0.819361 0.180639
0.366104 0.633896
0.196586 0.803414
0.0817321 0.918268
0.57951 0.42049
0.391694 0.608306
0.769071 0.230929
0.286536 0.713464
0.594423 0.405577
0.919725 0.0802753
0.920663 0.0793375
0.747914 0.252086
0.844306 0.155694
0.811719 0.188281
0.73337 0.26663
0.924737 0.0752629
0.954378 0.0456222
0.905381 0.0946191
0.740123 0.259877
0.84736 0.15264
0.453117 0.546883
0.856545 0.143455
0.898334 0.101666
0.816024 0.183976
0.884996 0.115004
0.968704 0.0312955
0.979891 0.0201094
0.944359 0.0556407
0.963465 0.036535
0.826579 0.173421
0.149642 0.850358
0.600396 0.399604
0.913265 0.086735
0.914865 0.0851347
0.584664 0.415336
0.834522 0.165478
0.668579 0.331421
0.660468 0.339532
0.191909 0.808091
0.311986 0.688014
0.809003 0.190997
0.387528 0.612472
0.796061 0.203939
0.834621 0.165379
0.635259 0.364741
0.717447 0.282553
0.828198 0.171802
0.59991 0.40009
0.690809 0.309191
0.765189 0.234811
0.933497 0.0665034
0.958893 0.0411068
0.825787 0.174213
0.981007 0.0189926
0.947548 0.0524518
0.853906 0.146094
0.957761 0.0422394
0.776665 0.223335
0.797812 0.202188
0.858146 0.141854
0.977399 0.0226011
0.938805 0.0611953
0.795128 0.204872
0.964337 0.0356635
0.977087 0.0229127
0.983625 0.0163746
0.809223 0.190777
0.938524 0.0614759
0.90729 0.0927098
0.838867 0.161133
0.755262 0.244738
0.926234 0.073766
0.685709 0.314291
0.465114 0.534886
0.768639 0.231361
0.844557 0.155443
0.907972 0.0920281
0.936441 0.0635587
0.93749 0.0625101
0.232467 0.767533
0.880774 0.119226
0.943376 0.0566241
0.952585 0.0474153
0.721915 0.278085
0.644681 0.355319
0.597533 0.402467
0.328252 0.671748
0.460454 0.539546
0.553667 0.446333
0.0916279 0.908372
0.428329 0.571671
0.84476 0.15524
0.974898 0.0251022
0.993041 0.00695857
0.94906 0.0509402
0.95631 0.0436897
0.922973 0.0770272
0.673448 0.326552
0.741724 0.258276
0.903657 0.0963432
0.998661 0.00133929
0.981607 0.0183929
0.99282 0.00717989
0.994772 0.00522751
0.988762 0.0112381
0.978753 0.0212469
0.979694 0.0203057
0.818453 0.181547
0.998182 0.00181798
0.87057 0.12943
0.908072 0.0919283
0.958308 0.0416925
0.955324 0.044676
0.995916 0.00408387
0.94644 0.0535596
0.990657 0.00934314
0.991674 0.00832633
0.87498 0.12502
0.808512 0.191488
0.41673 0.58327
0.399777 0.600223
0.043771 0.956229
0.516462 0.483538
0.869469 0.130531
0.988575 0.0114248
1 0
0.996234 0.00376623
0.966033 0.0339672
0.990966 0.00903439
0.566158 0.433842
0.195069 0.804931
0.639391 0.360609
0.348019 0.651981
0.885457 0.114543
0.634378 0.365622
0.0618203 0.93818
0.826387 0.173613
0.812557 0.187443
0.769787 0.230213
0.504148 0.495852
0.761275 0.238725
0.995373 0.00462738
0.842398 0.157602
0.518422 0.481578
0.993974 0.00602637
0.982591 0.017409
0.966049 0.0339512
0.983724 0.0162756
0.998824 0.00117647
0.994495 0.00550534
0.963791 0.0362086
0.138466 0.861534
0.972538 0.0274616
0.972275 0.0277246
0.997952 0.00204762
0.986814 0.013186
0.989658 0.0103425
0.640049 0.359951
0.71512 0.28488
0.884618 0.115382
0.869941 0.130059
0.549592 0.450408
0.110574 0.889426
0.467798 0.532202
0.748989 0.251011
0.882773 0.117227
0.899564 0.100436
0.933308 0.0666916
0.865548 0.134452
0.954373 0.0456268
0.990753 0.00924675
0.99434 0.00565966
0.923771 0.0762286
0.956614 0.0433863
0.997412 0.00258824
1 0
1 0
0.998571 0.00142857
0.996274 0.00372594
0.609687 0.390313
0.702922 0.297078
0.924715 0.0752847
0.982858 0.0171415
0.942766 0.0572336
0.91076 0.0892402
0.994429 0.00557143
0.952088 0.0479122
0.831383 0.168617
0.917555 0.0824447
0.998333 0.00166667
0.998286 0.00171429
0.805799 0.194201
0.970038 0.029962
0.981565 0.0184353
0.753166 0.246834
0.966439 0.0335608
0.445169 0.554831
0.973938 0.0260622
0.877522 0.122478
0.734393 0.265607
0.0376631 0.962337
0.98006 0.0199405
0.935352 0.0646483
1 0
1 0
0.986404 0.0135958
0.6188 0.3812
0.696662 0.303338
0.438312 0.561688
0.884689 0.115311
0.998606 0.00139423
0.952449 0.0475506
0.767645 0.232355
0.822275 0.177725
0.837037 0.162963
0.278148 0.721852
0.0848893 0.915111
0.955338 0.0446621
0.958117 0.0418828
0.871943 0.128057
0.615421 0.384579
0.469201 0.530799
0.918685 0.081315
0.835329 0.164671
0.786791 0.213209
0.951792 0.0482078
0.955687 0.0443129
0.999161 0.000839161
0.979108 0.020892
0.887584 0.112416
0.980975 0.0190251
0.918679 0.0813215
0.851516 0.148484
0.696799 0.303201
0.951257 0.0487428
0.99518 0.00482011
0.932387 0.0676133
0.127291 0.872709
0.991234 0.00876601
0.990683 0.0093172
0.99685 0.00314999
0.997801 0.00219949
0.694253 0.305747
0.933374 0.0666263
0.613958 0.386042
0.817233 0.182767
0.988464 0.0115362
0.915056 0.084944
0.592128 0.407872
0.961359 0.0386407
0.96251 0.0374897
0.905371 0.094629
