Date_x,Date_y,RainFall,Sunshine,WindGustDir_x,WindGustSpeed,WindDir9am_x,WindDir9am_y,WindDir3pm_x,WindDir3pm_y,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud3pm,dewDiffTemp3pm,dewDiffTemp9am,diffTemp3pm9am,diffPress3pm9am
1,0,0.0,6.9,-1.83697e-16,44.0,-0.707107,0.707107,0.92388,0.382683,13.0,60.0,65.0,1007.4,1005.1,7.0,7.36338,8.61109,1.2,-2.3
0.999852,0.0172134,0.0,0.7,-0.382683,30.0,-0.92388,-0.382683,6.12323e-17,1,16.999999999999996,74.0,47.0,1009.9,1009.7,8.0,12.5072,4.96624,4.4,-0.2
0.999407,0.0344216,4.4,0.0,-0.92388,41.0,-0.707107,0.707107,-0.92388,0.382683,14.999999999999998,85.0,86.0,1015.3,1015.1,8.0,2.4564,2.65711,-0.6,-0.2
0.998667,0.0516197,4.8,7.0,-0.382683,35.0,-0.707107,0.707107,-0.707107,0.707107,16.999999999999996,55.0,45.0,1017.4,1014.7,7.0,12.8949,9.72347,0.7,-2.7
0.99763,0.0688024,0.0,7.700000000000001,-0.92388,30.0,-0.707107,0.707107,6.12323e-17,1,19.0,65.0,53.99999999999999,1014.1,1012.1,7.0,10.1678,7.0901,1.9,-2
0.996298,0.0859648,0.0,12.7,6.12323e-17,30.0,-0.382683,0.92388,6.12323e-17,1,14.999999999999998,58.00000000000001,49.00000000000001,1013.5,1011.1,2.0,11.8648,9.00202,2.3,-2.4
0.994671,0.103102,0.0,11.4,0.707107,30.0,6.12323e-17,1,0.707107,0.707107,16.999999999999996,62.0,56.99999999999999,1013.0,1010.2,7.0,9.3552,7.92699,1.2,-2.8
0.990532,0.137279,0.6,2.8,-0.92388,43.0,-1,1.22465e-16,-0.92388,0.382683,24.0,74.0,47.0,1011.8,1010.4,7.0,12.4615,4.9625,4,-1.4
0.988023,0.154309,0.2,9.6,-0.707107,43.0,-0.707107,0.707107,-0.382683,0.92388,22.0,52.0,51.0,1012.4,1010.4,5.0,10.9575,10.6306,0.3,-2
0.98522,0.171293,0.0,8.9,-0.382683,33.0,-0.707107,0.707107,6.12323e-17,1,16.999999999999996,55.0,56.0,1012.6000000000001,1010.6,7.0,9.48322,9.71622,0.7,-2
0.982126,0.188227,0.0,9.5,-0.382683,35.0,6.12323e-17,1,6.12323e-17,1,14.999999999999998,60.0,53.99999999999999,1014.6,1013.2,7.0,10.1753,8.37817,1.8,-1.4
0.97874,0.205104,0.0,11.5,6.12323e-17,37.0,-0.382683,0.92388,6.12323e-17,1,19.999999999999996,55.0,53.0,1017.2,1015.4,4.0,10.4255,9.77428,0.9,-1.8
0.975065,0.221922,0.0,13.0,0.707107,33.0,6.12323e-17,1,-0.382683,0.92388,16.999999999999996,49.0,39.0,1017.2,1015.3,3.0,15.3188,11.6144,1.8,-1.9
0.9711,0.238673,0.0,12.8,0.92388,30.0,-1.83697e-16,-1,0.382683,0.92388,16.999999999999996,59.0,45.0,1016.4,1013.1,1.0,13.2208,8.65124,3.6,-3.3
0.966848,0.255353,0.0,12.4,0.707107,31.0,0.382683,-0.92388,0.707107,0.707107,14.999999999999998,54.0,52.0,1013.8,1010.0,6.0,11.0372,10.1979,3,-3.8
0.962309,0.271958,0.0,7.1,-0.382683,52.0,-0.382683,0.92388,-0.707107,0.707107,22.0,65.0,61.0,1012.6000000000001,1014.0,7.0,8.12147,7.20202,-1.8,1.4
0.957485,0.288482,0.0,5.8,-0.382683,33.0,-0.382683,0.92388,-0.382683,0.92388,16.999999999999996,56.0,56.0,1019.4,1018.1,7.0,9.40573,9.42684,-0.3,-1.3
0.952378,0.304921,0.0,9.0,0.382683,31.0,-0.707107,0.707107,0.382683,0.92388,14.999999999999998,49.0,50.0,1019.2,1016.7,7.0,11.2828,11.5886,0.1,-2.5
0.946988,0.32127,0.0,12.5,0.382683,26.0,0.382683,0.92388,0.382683,0.92388,16.999999999999996,49.0,42.0,1017.7,1015.5,3.0,14.2604,11.6746,1.9,-2.2
0.941317,0.337523,0.0,11.7,0.707107,35.0,0.92388,0.382683,0.92388,0.382683,16.999999999999996,63.0,53.99999999999999,1016.5,1013.5,1.0,10.3565,7.73798,1.8,-3
0.935368,0.353676,0.0,8.2,0.707107,43.0,0.92388,-0.382683,0.92388,0.382683,16.999999999999996,64.0,58.0,1014.5,1010.6,6.0,9.22371,7.48164,2.2,-3.9
0.929141,0.369725,26.6,0.5,0.92388,30.0,1,0,0.92388,0.382683,13.0,84.0,77.0,1012.4,1009.5,7.0,4.42991,2.93397,1.7,-2.9
0.92264,0.385663,4.4,3.8,0.92388,30.0,-0.707107,-0.707107,0.707107,0.707107,13.0,68.0,64.0,1011.5,1007.9,7.0,7.58734,6.53355,1,-3.6
0.915864,0.401488,0.0,3.1,0.382683,26.0,0.382683,0.92388,0.707107,0.707107,14.999999999999998,80.99999999999999,80.0,1013.0,1012.9,7.0,3.78002,3.5564,0.6,-0.1
0.908818,0.417194,29.800000000000004,7.4,0.707107,28.0,0.92388,0.382683,-0.382683,0.92388,11.0,73.0,51.0,1016.3,1015.0,6.0,11.2191,5.27651,2.2,-1.3
0.901502,0.432776,1.8000000000000003,10.4,6.12323e-17,39.0,-0.382683,0.92388,-0.707107,0.707107,19.999999999999996,68.0,55.0,1016.7,1015.1,4.0,9.8982,6.41803,1.1,-1.6
0.893919,0.448229,0.2,10.2,-0.382683,35.0,-0.382683,0.92388,-0.382683,0.92388,19.0,61.0,53.99999999999999,1016.1,1015.3,1.0,10.2355,8.22485,0.8,-0.8
0.886071,0.46355,0.0,5.2,6.12323e-17,35.0,0.382683,0.92388,0.382683,0.92388,19.0,67.0,66.0,1017.3,1015.5,7.0,6.89158,6.62363,0.5,-1.8
0.860961,0.508671,0.8,0.1,-0.707107,28.0,-0.92388,-0.382683,-0.382683,0.92388,13.0,80.0,60.00000000000001,1015.4,1012.9,7.0,8.45966,3.6678,3.4,-2.5
